a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
9.52	579
9.54	350
9.56	147
9.58	73
9.6	67
9.62	69
9.64	67
9.66	56
9.68	51
9.7	60
9.72	66
9.74	56
9.76	63
9.78	62
9.8	49
9.82	49
9.84	52
9.86	46
9.88	51
9.9	57
9.92	61
9.94	55
9.96	37
9.98	40
10	46
10.02	56
10.04	47
10.06	51
10.08	44
10.1	52
10.12	45
10.14	50
10.16	41
10.18	51
10.2	44
10.22	46
10.24	51
10.26	42
10.28	48
10.3	46
10.32	39
10.34	53
10.36	42
10.38	48
10.4	53
10.42	45
10.44	47
10.46	41
10.48	44
10.5	62
10.52	50
10.54	47
10.56	47
10.58	43
10.6	54
10.62	53
10.64	52
10.66	52
10.68	49
10.7	44
10.72	47
10.74	36
10.76	40
10.78	47
10.8	53
10.82	57
10.84	34
10.86	50
10.88	37
10.9	55
10.92	50
10.94	48
10.96	46
10.98	40
11	44
11.02	43
11.04	54
11.06	44
11.08	43
11.1	42
11.12	31
11.14	41
11.16	48
11.18	40
11.2	51
11.22	44
11.24	54
11.26	46
11.28	48
11.3	41
11.32	43
11.34	41
11.36	37
11.38	47
11.4	50
11.42	41
11.44	51
11.46	51
11.48	39
11.5	55
11.52	48
11.54	59
11.56	48
11.58	57
11.6	42
11.62	50
11.64	45
11.66	48
11.68	53
11.7	45
11.72	53
11.74	54
11.76	50
11.78	43
11.8	45
11.82	42
11.84	57
11.86	44
11.88	50
11.9	35
11.92	44
11.94	47
11.96	50
11.98	51
12	50
12.02	61
12.04	47
12.06	34
12.08	46
12.1	46
12.12	52
12.14	43
12.16	49
12.18	53
12.2	54
12.22	44
12.24	46
12.26	53
12.28	40
12.3	47
12.32	36
12.34	49
12.36	59
12.38	54
12.4	38
12.42	62
12.44	60
12.46	46
12.48	43
12.5	62
12.52	47
12.54	59
12.56	57
12.58	35
12.6	64
12.62	48
12.64	40
12.66	53
12.68	52
12.7	40
12.72	48
12.74	53
12.76	53
12.78	51
12.8	43
12.82	51
12.84	64
12.86	62
12.88	56
12.9	59
12.92	55
12.94	43
12.96	50
12.98	48
13	32
13.02	54
13.04	65
13.06	46
13.08	48
13.1	52
13.12	44
13.14	38
13.16	50
13.18	62
13.2	55
13.22	42
13.24	55
13.26	40
13.28	50
13.3	46
13.32	58
13.34	55
13.36	56
13.38	45
13.4	50
13.42	48
13.44	40
13.46	40
13.48	56
13.5	47
13.52	47
13.54	47
13.56	36
13.58	54
13.6	58
13.62	47
13.64	49
13.66	51
13.68	53
13.7	45
13.72	49
13.74	52
13.76	40
13.78	49
13.8	60
13.82	30
13.84	38
13.86	51
13.88	48
13.9	49
13.92	38
13.94	42
13.96	39
13.98	50
14	43
14.02	43
14.04	48
14.06	47
14.08	58
14.1	43
14.12	45
14.14	41
14.16	48
14.18	40
14.2	38
14.22	35
14.24	51
14.26	49
14.28	54
14.3	66
14.32	71
14.34	56
14.36	50
14.38	44
14.4	35
14.42	55
14.44	45
14.46	51
14.48	59
14.5	59
14.52	61
14.54	55
14.56	57
14.58	70
14.6	69
14.62	68
14.64	71
14.66	82
14.68	86
14.7	142
14.72	144
14.74	166
14.76	195
14.78	327
14.8	461
14.82	525
14.84	567
14.86	673
14.88	857
14.9	1066
14.92	1077
14.94	969
14.96	613
14.98	374
15	142
15.02	97
15.04	90
15.06	91
15.08	86
15.1	106
15.12	113
15.14	109
15.16	133
15.18	159
15.2	138
15.22	115
15.24	109
15.26	150
15.28	173
15.3	232
15.32	268
15.34	555
15.36	1257
15.38	2015
15.4	2068
15.42	1617
15.44	1052
15.46	432
15.48	175
15.5	123
15.52	91
15.54	99
15.56	119
15.58	126
15.6	139
15.62	172
15.64	194
15.66	222
15.68	256
15.7	292
15.72	330
15.74	413
15.76	487
15.78	745
15.8	1037
15.82	1483
15.84	2024
15.86	2713
15.88	3393
15.9	3789
15.92	4576
15.94	5086
15.96	4847
15.98	4146
16	3607
16.02	2738
16.04	2183
16.06	1580
16.08	1154
16.1	677
16.12	421
16.14	259
16.16	177
16.18	128
16.2	113
16.22	95
16.24	68
16.26	80
16.28	78
16.3	58
16.32	41
16.34	53
16.36	56
16.38	35
16.4	62
16.42	45
16.44	41
16.46	60
16.48	53
16.5	33
16.52	48
16.54	41
16.56	42
16.58	46
16.6	41
16.62	48
16.64	51
16.66	33
16.68	48
16.7	60
16.72	35
16.74	45
16.76	36
16.78	38
16.8	39
16.82	45
16.84	42
16.86	47
16.88	47
16.9	41
16.92	34
16.94	41
16.96	36
16.98	37
17	47
17.02	33
17.04	35
17.06	48
17.08	27
17.1	52
17.12	37
17.14	38
17.16	32
17.18	43
17.2	40
17.22	43
17.24	42
17.26	36
17.28	37
17.3	53
17.32	44
17.34	45
17.36	40
17.38	45
17.4	39
17.42	36
17.44	37
17.46	51
17.48	51
17.5	32
17.52	37
17.54	35
17.56	44
17.58	42
17.6	35
17.62	46
17.64	43
17.66	43
17.68	43
17.7	29
17.72	49
17.74	30
17.76	31
17.78	37
17.8	26
17.82	57
17.84	40
17.86	28
17.88	47
17.9	28
17.92	37
17.94	39
17.96	47
17.98	55
18	40
18.02	33
18.04	52
18.06	40
18.08	44
18.1	46
18.12	42
18.14	33
18.16	27
18.18	44
18.2	35
18.22	34
18.24	52
18.26	42
18.28	40
18.3	47
18.32	44
18.34	51
18.36	49
18.38	37
18.4	47
18.42	31
18.44	47
18.46	47
18.48	45
18.5	34
18.52	61
18.54	49
18.56	51
18.58	44
18.6	59
18.62	69
18.64	50
18.66	93
18.68	77
18.7	76
18.72	78
18.74	117
18.76	158
18.78	263
18.8	387
18.82	361
18.84	276
18.86	281
18.88	325
18.9	477
18.92	706
18.94	869
18.96	1160
18.98	1531
19	1884
19.02	2228
19.04	2606
19.06	2685
19.08	2338
19.1	1747
19.12	1257
19.14	721
19.16	400
19.18	233
19.2	162
19.22	116
19.24	93
19.26	103
19.28	74
19.3	75
19.32	58
19.34	67
19.36	55
19.38	36
19.4	63
19.42	64
19.44	47
19.46	44
19.48	46
19.5	49
19.52	49
19.54	41
19.56	54
19.58	44
19.6	54
19.62	58
19.64	46
19.66	56
19.68	61
19.7	52
19.72	53
19.74	62
19.76	89
19.78	105
19.8	132
19.82	174
19.84	243
19.86	273
19.88	319
19.9	399
19.92	592
19.94	937
19.96	1221
19.98	1442
20	2088
20.02	2685
20.04	2971
20.06	2483
20.08	2039
20.1	1355
20.12	835
20.14	428
20.16	213
20.18	118
20.2	105
20.22	91
20.24	98
20.26	77
20.28	83
20.3	50
20.32	49
20.34	52
20.36	61
20.38	57
20.4	54
20.42	56
20.44	67
20.46	55
20.48	52
20.5	37
20.52	43
20.54	52
20.56	48
20.58	42
20.6	34
20.62	47
20.64	38
20.66	46
20.68	49
20.7	40
20.72	43
20.74	41
20.76	36
20.78	51
20.8	41
20.82	50
20.84	43
20.86	29
20.88	44
20.9	44
20.92	45
20.94	34
20.96	32
20.98	49
21	41
21.02	45
21.04	46
21.06	49
21.08	41
21.1	56
21.12	44
21.14	48
21.16	46
21.18	57
21.2	64
21.22	56
21.24	55
21.26	73
21.28	81
21.3	105
21.32	114
21.34	148
21.36	197
21.38	190
21.4	264
21.42	286
21.44	278
21.46	362
21.48	591
21.5	1001
21.52	1102
21.54	798
21.56	578
21.58	492
21.6	210
21.62	87
21.64	91
21.66	56
21.68	60
21.7	50
21.72	44
21.74	45
21.76	49
21.78	50
21.8	42
21.82	52
21.84	44
21.86	53
21.88	51
21.9	49
21.92	46
21.94	48
21.96	28
21.98	46
22	45
22.02	50
22.04	39
22.06	41
22.08	43
22.1	46
22.12	44
22.14	55
22.16	47
22.18	52
22.2	57
22.22	48
22.24	56
22.26	46
22.28	36
22.3	50
22.32	54
22.34	45
22.36	68
22.38	89
22.4	67
22.42	98
22.44	74
22.46	63
22.48	66
22.5	72
22.52	85
22.54	94
22.56	102
22.58	151
22.6	143
22.62	207
22.64	319
22.66	391
22.68	426
22.7	545
22.72	637
22.74	781
22.76	980
22.78	1124
22.8	966
22.82	716
22.84	667
22.86	407
22.88	213
22.9	141
22.92	107
22.94	88
22.96	67
22.98	67
23	70
23.02	70
23.04	70
23.06	71
23.08	61
23.1	53
23.12	59
23.14	59
23.16	63
23.18	59
23.2	46
23.22	59
23.24	58
23.26	45
23.28	58
23.3	54
23.32	41
23.34	65
23.36	61
23.38	47
23.4	55
23.42	67
23.44	74
23.46	91
23.48	142
23.5	208
23.52	189
23.54	176
23.56	185
23.58	186
23.6	194
23.62	280
23.64	372
23.66	477
23.68	652
23.7	1013
23.72	1293
23.74	1676
23.76	2006
23.78	2943
23.8	3424
23.82	2973
23.84	2231
23.86	1767
23.88	1362
23.9	684
23.92	285
23.94	181
23.96	139
23.98	114
24	92
24.02	109
24.04	92
24.06	84
24.08	76
24.1	76
24.12	88
24.14	70
24.16	52
24.18	76
24.2	66
24.22	62
24.24	76
24.26	54
24.28	59
24.3	62
24.32	49
24.34	60
24.36	62
24.38	55
24.4	56
24.42	53
24.44	66
24.46	78
24.48	45
24.5	62
24.52	67
24.54	76
24.56	61
24.58	66
24.6	73
24.62	58
24.64	84
24.66	86
24.68	85
24.7	98
24.72	111
24.74	94
24.76	127
24.78	137
24.8	203
24.82	325
24.84	541
24.86	689
24.88	704
24.9	809
24.92	1032
24.94	1180
24.96	1392
24.98	1512
25	1938
25.02	2380
25.04	2711
25.06	2544
25.08	2384
25.1	2010
25.12	1678
25.14	1263
25.16	854
25.18	526
25.2	354
25.22	262
25.24	165
25.26	149
25.28	95
25.3	118
25.32	88
25.34	84
25.36	103
25.38	99
25.4	89
25.42	89
25.44	109
25.46	118
25.48	126
25.5	122
25.52	140
25.54	147
25.56	139
25.58	174
25.6	269
25.62	443
25.64	602
25.66	825
25.68	1094
25.7	1219
25.72	960
25.74	764
25.76	670
25.78	474
25.8	305
25.82	187
25.84	116
25.86	95
25.88	85
25.9	73
25.92	77
25.94	62
25.96	56
25.98	65
26	66
26.02	84
26.04	62
26.06	75
26.08	92
26.1	80
26.12	86
26.14	86
26.16	122
26.18	167
26.2	210
26.22	238
26.24	335
26.26	618
26.28	748
26.3	601
26.32	393
26.34	375
26.36	335
26.38	180
26.4	111
26.42	86
26.44	78
26.46	79
26.48	80
26.5	84
26.52	87
26.54	88
26.56	87
26.58	78
26.6	105
26.62	76
26.64	75
26.66	63
26.68	60
26.7	55
26.72	65
26.74	71
26.76	74
26.78	75
26.8	88
26.82	82
26.84	84
26.86	95
26.88	88
26.9	103
26.92	70
26.94	85
26.96	60
26.98	78
27	58
27.02	47
27.04	47
27.06	57
27.08	58
27.1	71
27.12	66
27.14	65
27.16	99
27.18	107
27.2	139
27.22	183
27.24	273
27.26	311
27.28	406
27.3	513
27.32	662
27.34	840
27.36	822
27.38	669
27.4	514
27.42	432
27.44	350
27.46	212
27.48	118
27.5	100
27.52	83
27.54	81
27.56	71
27.58	58
27.6	55
27.62	53
27.64	55
27.66	59
27.68	69
27.7	59
27.72	72
27.74	72
27.76	100
27.78	124
27.8	171
27.82	200
27.84	190
27.86	260
27.88	340
27.9	450
27.92	414
27.94	355
27.96	273
27.98	249
28	217
28.02	125
28.04	91
28.06	60
28.08	57
28.1	71
28.12	42
28.14	45
28.16	58
28.18	48
28.2	48
28.22	45
28.24	52
28.26	41
28.28	41
28.3	50
28.32	39
28.34	58
28.36	63
28.38	40
28.4	47
28.42	57
28.44	54
28.46	31
28.48	46
28.5	46
28.52	58
28.54	63
28.56	69
28.58	72
28.6	73
28.62	87
28.64	126
28.66	155
28.68	207
28.7	196
28.72	214
28.74	226
28.76	220
28.78	215
28.8	198
28.82	158
28.84	125
28.86	121
28.88	72
28.9	77
28.92	61
28.94	46
28.96	58
28.98	66
29	53
29.02	56
29.04	42
29.06	66
29.08	60
29.1	81
29.12	101
29.14	99
29.16	141
29.18	175
29.2	177
29.22	146
29.24	145
29.26	158
29.28	165
29.3	202
29.32	223
29.34	237
29.36	227
29.38	231
29.4	183
29.42	162
29.44	127
29.46	85
29.48	87
29.5	59
29.52	55
29.54	59
29.56	52
29.58	45
29.6	59
29.62	47
29.64	46
29.66	47
29.68	49
29.7	41
29.72	47
29.74	42
29.76	37
29.78	37
29.8	36
29.82	58
29.84	51
29.86	42
29.88	40
29.9	40
29.92	47
29.94	44
29.96	48
29.98	38
30	50
30.02	78
30.04	87
30.06	126
30.08	126
30.1	115
30.12	97
30.14	97
30.16	105
30.18	82
30.2	70
30.22	82
30.24	71
30.26	78
30.28	80
30.3	88
30.32	114
30.34	117
30.36	141
30.38	135
30.4	194
30.42	249
30.44	282
30.46	235
30.48	208
30.5	180
30.52	161
30.54	158
30.56	90
30.58	96
30.6	73
30.62	63
30.64	69
30.66	80
30.68	89
30.7	110
30.72	99
30.74	142
30.76	162
30.78	218
30.8	313
30.82	415
30.84	423
30.86	349
30.88	256
30.9	304
30.92	257
30.94	217
30.96	191
30.98	180
31	252
31.02	423
31.04	692
31.06	622
31.08	547
31.1	405
31.12	406
31.14	307
31.16	233
31.18	146
31.2	98
31.22	66
31.24	55
31.26	52
31.28	62
31.3	45
31.32	56
31.34	42
31.36	58
31.38	48
31.4	52
31.42	64
31.44	59
31.46	67
31.48	76
31.5	96
31.52	84
31.54	106
31.56	105
31.58	122
31.6	161
31.62	144
31.64	120
31.66	91
31.68	101
31.7	92
31.72	71
31.74	61
31.76	57
31.78	59
31.8	62
31.82	52
31.84	83
31.86	85
31.88	92
31.9	110
31.92	135
31.94	178
31.96	232
31.98	282
32	407
32.02	436
32.04	382
32.06	346
32.08	290
32.1	275
32.12	223
32.14	178
32.16	159
32.18	183
32.2	145
32.22	159
32.24	147
32.26	113
32.28	117
32.3	90
32.32	73
32.34	70
32.36	56
32.38	56
32.4	51
32.42	53
32.44	51
32.46	40
32.48	44
32.5	45
32.52	41
32.54	51
32.56	46
32.58	44
32.6	42
32.62	47
32.64	50
32.66	41
32.68	42
32.7	54
32.72	46
32.74	60
32.76	76
32.78	54
32.8	50
32.82	66
32.84	65
32.86	50
32.88	46
32.9	56
32.92	48
32.94	53
32.96	49
32.98	38
33	43
33.02	40
33.04	38
33.06	45
33.08	36
33.1	35
33.12	37
33.14	46
33.16	41
33.18	32
33.2	37
33.22	47
33.24	35
33.26	43
33.28	39
33.3	36
33.32	47
33.34	34
33.36	31
33.38	43
33.4	45
33.42	52
33.44	47
33.46	54
33.48	38
33.5	62
33.52	52
33.54	70
33.56	71
33.58	90
33.6	134
33.62	224
33.64	284
33.66	372
33.68	465
33.7	506
33.72	483
33.74	444
33.76	359
33.78	312
33.8	261
33.82	204
33.84	156
33.86	107
33.88	57
33.9	71
33.92	62
33.94	49
33.96	57
33.98	50
34	51
34.02	53
34.04	53
34.06	78
34.08	75
34.1	97
34.12	120
34.14	138
34.16	150
34.18	142
34.2	163
34.22	160
34.24	162
34.26	130
34.28	152
34.3	121
34.32	100
34.34	79
34.36	68
34.38	65
34.4	65
34.42	50
34.44	52
34.46	57
34.48	43
34.5	37
34.52	59
34.54	46
34.56	41
34.58	59
34.6	39
34.62	40
34.64	34
34.66	43
34.68	51
34.7	56
34.72	54
34.74	52
34.76	80
34.78	88
34.8	98
34.82	113
34.84	151
34.86	175
34.88	223
34.9	251
34.92	322
34.94	368
34.96	341
34.98	323
35	285
